NFL Week 1 Over Under Totals 2018,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CIN 17 @ OAK 20,2009-11-22,35.5,over,36,over,37
SD 32 @ DEN 3,2009-11-22,43,under,41.5,under,35
PHI 24 @ CHI 20,2009-11-22,45,under,46.5,under,44
TEN 20 @ HOU 17,2009-11-23,48,under,48,under,37
NFL Week 11 Over Under Totals 2008,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
NYJ 34 @ NE 31,2008-11-13,40,over,40.5,over,65
DEN 24 @ ATL 20,2008-11-16,50,under,51.5,under,44
OAK 15 @ MIA 17,2008-11-16,38.5,under,38,under,32
BAL 10 @ NYG 30,2008-11-16,42,under,39,over,40
HOU 27 @ IND 33,2008-11-16,49,over,50.5,over,60
CHI 3 @ GB 37,2008-11-16,44,under,43,under,40
PHI 13 @ CIN 13,2008-11-16,43,under,41,under,26
NO 30 @ KC 20,2008-11-16,47.5,over,51,under,50
DET 22 @ CAR 31,2008-11-16,38.5,over,40.5,over,53
MIN 13 @ TB 19,2008-11-16,39.5,under,39.5,under,32
STL 16 @ SF 35,2008-11-16,44.5,over,43.5,over,51
ARI 26 @ SEA 20,2008-11-16,48.5,under,47.5,under,46
TEN 24 @ JAC 14,2008-11-16,38.5,under,39.5,under,38
SD 10 @ PIT 11,2008-11-16,43,under,40.5,under,21
DAL 14 @ WAS 10,2008-11-16,45,under,42.5,under,24
CLE 29 @ BUF 27,2008-11-17,43,over,40.5,over,56
NFL Week 11 Over Under Totals 2007,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
SD 17 @ JAC 24,2007-11-18,40.5,over,40.5,over,41
KC 10 @ IND 13,2007-11-18,44.5,under,41.5,under,23
OAK 22 @ MIN 29,2007-11-18,36.5,over,35,over,51
CLE 33 @ BAL 30,2007-11-18,43.5,over,43.5,over,63
TB 31 @ ATL 7,2007-11-18,35.5,over,35.5,over,38
ARI 35 @ CIN 27,2007-11-18,48,over,48.5,over,62
MIA 7 @ PHI 17,2007-11-18,46.5,under,40.5,under,24
CAR 17 @ GB 31,2007-11-18,37.5,over,37,over,48
NYG 16 @ DET 10,2007-11-18,50,under,47.5,under,26
NO 10 @ HOU 23,2007-11-18,47,under,50,under,33
PIT 16 @ NYJ 19,2007-11-18,40.5,under,40,under,35
WAS 23 @ DAL 28,2007-11-18,47,over,46.5,over,51
STL 13 @ SF 9,2007-11-18,40.5,under,39,under,22
CHI 23 @ SEA 30,2007-11-18,37.5,over,38,over,53
NE 56 @ BUF 10,2007-11-18,46.5,over,46,over,66
TEN 20 @ DEN 34,2007-11-19,38,over,38,over,54
NFL Week 12 Over Under Totals 2018,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CHI 23 @ DET 16,2018-11-22,46,under,43,under,39
WAS 23 @ DAL 31,2018-11-22,41,over,40,over,54
ATL 17 @ NO 31,2018-11-22,59,under,61,under,48
CLE 35 @ CIN 20,2018-11-25,47.5,over,46.5,over,55
JAC 21 @ BUF 24,2018-11-25,38,over,36.5,over,45
MIA 24 @ IND 27,2018-11-25,50.5,over,52.5,under,51
NE 27 @ NYJ 13,2018-11-25,47,under,46.5,under,40
NYG 22 @ PHI 25,2018-11-25,46.5,over,49,under,47
OAK 17 @ BAL 34,2018-11-25,42.5,over,42,over,51
SEA 30 @ CAR 27,2018-11-25,47,over,46.5,over,57
SF 9 @ TB 27,2018-11-25,54.5,under,54.5,under,36
ARI 10 @ LAC 45,2018-11-25,44.5,over,43.5,over,55
PIT 17 @ DEN 24,2018-11-25,47.5,under,47.5,under,41
GB 17 @ MIN 24,2018-11-25,48,under,48.5,under,41
TEN 17 @ HOU 34,2018-11-26,41,over,42.5,over,51
NFL Week 12 Over Under Totals 2017,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
MIN 30 @ DET 23,2017-11-23,44.5,over,44.5,over,53
LAC 28 @ DAL 6,2017-11-23,48,under,48,under,34
NYG 10 @ WAS 20,2017-11-23,44.5,under,44.5,under,30
BUF 16 @ KC 10,2017-11-26,45,under,47.5,under,26
MIA 17 @ NE 35,2017-11-26,47.5,over,49,over,52
CAR 35 @ NYJ 27,2017-11-26,39.5,over,39.5,over,62
CHI 3 @ PHI 31,2017-11-26,44,under,43.5,under,34
TB 20 @ ATL 34,2017-11-26,49,over,47,over,54
CLE 16 @ CIN 30,2017-11-26,38,over,39,over,46
TEN 20 @ IND 16,2017-11-26,44,under,46.5,under,36
NO 20 @ LAR 26,2017-11-26,54,under,54,under,46
SEA 24 @ SF 13,2017-11-26,42,under,45,under,37
DEN 14 @ OAK 21,2017-11-26,43,under,41,under,35
JAC 24 @ ARI 27,2017-11-26,38,over,37.5,over,51
GB 28 @ PIT 31,2017-11-26,42.5,over,43,over,59
HOU 16 @ BAL 23,2017-11-27,38,over,39.5,under,39
NFL Week 12 Over Under Totals 2016,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
MIN 13 @ DET 16,2016-11-24,42.5,under,42,under,29
WAS 26 @ DAL 31,2016-11-24,48,over,53,over,57
PIT 28 @ IND 7,2016-11-24,53.5,under,50,under,35
NYG 27 @ CLE 13,2016-11-27,44.5,under,47,under,40
SF 24 @ MIA 31,2016-11-27,45.5,over,44.5,over,55
LA 21 @ NO 49,2016-11-27,45.5,over,46,over,70
TEN 27 @ CHI 21,2016-11-27,44.5,over,41.5,over,48
JAC 21 @ BUF 28,2016-11-27,46,over,43.5,over,49
ARI 19 @ ATL 38,2016-11-27,50.5,over,49,over,57
CIN 14 @ BAL 19,2016-11-27,41.5,under,42,under,33
SD 21 @ HOU 13,2016-11-27,47,under,45.5,under,34
SEA 5 @ TB 14,2016-11-27,44.5,under,46,under,19
KC 30 @ DEN 27,2016-11-27,40.5,over,40,over,57
CAR 32 @ OAK 35,2016-11-27,48,over,48.5,over,67
NE 22 @ NYJ 17,2016-11-27,47,under,48,under,39
GB 27 @ PHI 13,2016-11-28,48,under,47,under,40
NFL Week 12 Over Under Totals 2015,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
PHI 14 @ DET 45,2015-11-26,46.5,under,46.5,under,59
CAR 33 @ DAL 14,2015-11-26,46,under,44.5,under,47
CHI 17 @ GB 13,2015-11-26,48,under,45,under,30
NO 6 @ HOU 24,2015-11-29,48,under,50.5,under,30
BUF 22 @ KC 30,2015-11-29,42,under,41,under,52
SD 31 @ JAC 25,2015-11-29,45,under,47,under,56
MIN 20 @ ATL 10,2015-11-29,45,under,45,under,30
MIA 20 @ NYJ 38,2015-11-29,43,under,44,under,58
NYG 14 @ WAS 20,2015-11-29,46.5,under,47.5,under,34
OAK 24 @ TEN 21,2015-11-29,45,under,45,under,45
STL 7 @ CIN 31,2015-11-29,42,under,42,under,38
TB 12 @ IND 25,2015-11-29,46.5,under,46.5,under,37
ARI 19 @ SF 13,2015-11-29,44.5,under,45,under,32
PIT 30 @ SEA 39,2015-11-29,44.5,under,46.5,under,69
NE 24 @ DEN 30,2015-11-29,46,under,43,under,54
BAL 33 @ CLE 27,2015-11-30,42,under,41,under,60
NFL Week 12 Over Under Totals 2014,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
KC 20 @ OAK 24,2014-11-20,43.5,over,42,over,44
CLE 26 @ ATL 24,2014-11-23,46.5,over,48.5,over,50
TEN 24 @ PHI 43,2014-11-23,48.5,over,49,over,67
DET 9 @ NE 34,2014-11-23,48,under,47.5,under,43
GB 24 @ MIN 21,2014-11-23,48,under,50,under,45
JAC 3 @ IND 23,2014-11-23,50.5,under,49,under,26
CIN 22 @ HOU 13,2014-11-23,43.5,under,44.5,under,35
TB 13 @ CHI 21,2014-11-23,46.5,under,47,under,34
ARI 3 @ SEA 19,2014-11-23,43,under,42,under,22
STL 24 @ SD 27,2014-11-23,44.5,over,43.5,over,51
MIA 36 @ DEN 39,2014-11-23,50,over,47.5,over,75
WAS 13 @ SF 17,2014-11-23,44,under,44,under,30
DAL 31 @ NYG 28,2014-11-23,47,over,48.5,over,59
NYJ 3 @ BUF 38,2014-11-23,39.5,over,42,under,41
BAL 34 @ NO 27,2014-11-24,49.5,over,50.5,over,61
NFL Week 12 Over Under Totals 2013,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
NO 17 @ ATL 13,2013-11-21,53,under,52.5,under,30
PIT 27 @ CLE 11,2013-11-24,41,under,40,under,38
TB 24 @ DET 21,2013-11-24,48.5,under,48.5,under,45
MIN 26 @ GB 26,2013-11-24,45,over,44.5,over,52
JAC 13 @ HOU 6,2013-11-24,43,under,44,under,19
NYJ 3 @ BAL 19,2013-11-24,40,under,38,under,22
SD 41 @ KC 38,2013-11-24,41.5,over,43,over,79
CHI 21 @ STL 42,2013-11-24,41.5,over,43,over,63
CAR 20 @ MIA 16,2013-11-24,45,under,46,under,36
IND 11 @ ARI 40,2013-11-24,44,over,44.5,over,51
TEN 23 @ OAK 19,2013-11-24,41.5,over,42,push,42
DAL 24 @ NYG 21,2013-11-24,46.5,under,44.5,over,45
DEN 31 @ NE 34,2013-11-24,57,over,54,over,65
SF 6 @ WAS 27,2013-11-25,49,under,45.5,under,33
NFL Week 12 Over Under Totals 2012,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
HOU 34 @ DET 31,2012-11-22,49,over,48.5,over,65
WAS 38 @ DAL 31,2012-11-22,46,over,47,over,69
NE 49 @ NYJ 19,2012-11-22,51,over,48,over,68
BUF 13 @ IND 20,2012-11-25,52.5,under,51,under,33
PIT 14 @ CLE 20,2012-11-25,34,push,33,over,34
OAK 10 @ CIN 34,2012-11-25,49,under,50.5,under,44
MIN 10 @ CHI 28,2012-11-25,38.5,under,38.5,under,38
TEN 19 @ JAC 24,2012-11-25,43.5,under,45,under,43
ATL 24 @ TB 23,2012-11-25,48,under,50.5,under,47
SEA 21 @ MIA 24,2012-11-25,38,over,37.5,over,45
DEN 17 @ KC 9,2012-11-25,44,under,41.5,under,26
BAL 16 @ SD 13,2012-11-25,47,under,46.5,under,29
SF 31 @ NO 21,2012-11-25,48,over,50,over,52
STL 31 @ ARI 17,2012-11-25,37.5,over,36,over,48
GB 10 @ NYG 38,2012-11-25,49,under,50,under,48
CAR 30 @ PHI 22,2012-11-26,41,over,41.5,over,52
NFL Week 12 Over Under Totals 2011,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
GB 27 @ DET 15,2011-11-24,55.5,under,55,under,42
MIA 19 @ DAL 20,2011-11-24,44,under,45.5,under,39
SF 6 @ BAL 16,2011-11-24,39,under,40,under,22
BUF 24 @ NYJ 28,2011-11-27,43,over,42.5,over,52
CLE 20 @ CIN 23,2011-11-27,36,over,38.5,over,43
HOU 20 @ JAC 13,2011-11-27,39.5,under,37,under,33
CAR 27 @ IND 19,2011-11-27,43.5,over,46.5,under,46
TB 17 @ TEN 23,2011-11-27,42,under,43.5,under,40
CHI 20 @ OAK 25,2011-11-27,45.5,under,40.5,over,45
WAS 23 @ SEA 17,2011-11-27,37.5,over,37,over,40
DEN 16 @ SD 13,2011-11-27,44.5,under,42,under,29
NE 38 @ PHI 20,2011-11-27,50.5,over,50.5,over,58
ARI 23 @ STL 20,2011-11-27,39.5,over,40,over,43
MIN 14 @ ATL 24,2011-11-27,44.5,under,44,under,38
PIT 13 @ KC 9,2011-11-27,39.5,under,41,under,22
NYG 24 @ NO 49,2011-11-28,51.5,over,51,over,73
NFL Week 12 Over Under Totals 2010,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
NE 45 @ DET 24,2010-11-25,51,over,50.5,over,69
NO 30 @ DAL 27,2010-11-25,50.5,over,48,over,57
CIN 10 @ NYJ 26,2010-11-25,43.5,under,43,under,36
MIN 17 @ WAS 13,2010-11-28,43,under,43.5,under,30
PIT 19 @ BUF 16,2010-11-28,42,under,43.5,under,35
TEN 0 @ HOU 20,2010-11-28,45.5,under,46.5,under,20
JAC 20 @ NYG 24,2010-11-28,45.5,under,42.5,over,44
CAR 23 @ CLE 24,2010-11-28,38,over,37.5,over,47
GB 17 @ ATL 20,2010-11-28,47.5,under,47.5,under,37
MIA 33 @ OAK 17,2010-11-28,38,over,38,over,50
KC 42 @ SEA 24,2010-11-28,43,over,45,over,66
TB 10 @ BAL 17,2010-11-28,40.5,under,41,under,27
PHI 26 @ CHI 31,2010-11-28,41.5,over,41.5,over,57
STL 36 @ DEN 33,2010-11-28,44,over,46.5,over,69
SD 36 @ IND 14,2010-11-28,51.5,under,50,push,50
SF 27 @ ARI 6,2010-11-29,39.5,under,41.5,under,33
NFL Week 12 Over Under Totals 2009,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
GB 34 @ DET 12,2009-11-26,47.5,under,48,under,46
OAK 7 @ DAL 24,2009-11-26,40.5,under,40.5,under,31
NYG 6 @ DEN 26,2009-11-26,42,under,43.5,under,32
IND 35 @ HOU 27,2009-11-29,48.5,over,48,over,62
CLE 7 @ CIN 16,2009-11-29,37.5,under,39.5,under,23
WAS 24 @ PHI 27,2009-11-29,41,over,40.5,over,51
MIA 14 @ BUF 31,2009-11-29,39,over,38,over,45
SEA 27 @ STL 17,2009-11-29,42,over,42.5,over,44
TB 17 @ ATL 20,2009-11-29,46,under,46,under,37
CAR 6 @ NYJ 17,2009-11-29,41.5,under,41,under,23
JAC 3 @ SF 20,2009-11-29,41.5,under,42.5,under,23
KC 14 @ SD 43,2009-11-29,45,over,44.5,over,57
CHI 10 @ MIN 36,2009-11-29,47,under,47,under,46
ARI 17 @ TEN 20,2009-11-29,47,under,44.5,under,37
PIT 17 @ BAL 20,2009-11-29,35,over,35,over,37
NE 17 @ NO 38,2009-11-30,55.5,under,57,under,55
NFL Week 12 Over Under Totals 2008,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CIN 10 @ PIT 27,2008-11-20,36.5,over,34.5,over,37
HOU 16 @ CLE 6,2008-11-23,48.5,under,49.5,under,22
BUF 54 @ KC 31,2008-11-23,43.5,over,43,over,85
NYJ 34 @ TEN 13,2008-11-23,40,over,41,over,47
NE 48 @ MIA 28,2008-11-23,42,over,42.5,over,76
SF 22 @ DAL 35,2008-11-23,47.5,over,45.5,over,57
TB 38 @ DET 20,2008-11-23,41.5,over,42,over,58
PHI 7 @ BAL 36,2008-11-23,39,over,39.5,over,43
CHI 27 @ STL 3,2008-11-23,43,under,44.5,under,30
MIN 30 @ JAC 12,2008-11-23,39.5,over,41.5,over,42
OAK 31 @ DEN 10,2008-11-23,43,under,43.5,under,41
CAR 28 @ ATL 45,2008-11-23,41.5,over,41,over,73
WAS 20 @ SEA 17,2008-11-23,41,under,40,under,37
NYG 37 @ ARI 29,2008-11-23,47.5,over,48,over,66
IND 23 @ SD 20,2008-11-23,50.5,under,48.5,under,43
GB 29 @ NO 51,2008-11-24,53,over,51.5,over,80
NFL Week 12 Over Under Totals 2007,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
GB 37 @ DET 26,2007-11-22,47.5,over,46.5,over,63
NYJ 3 @ DAL 34,2007-11-22,48,under,47.5,under,37
IND 31 @ ATL 13,2007-11-22,42,over,41,over,44
TEN 6 @ CIN 35,2007-11-25,47,under,47,under,41
BUF 14 @ JAC 36,2007-11-25,36,over,37,over,50
OAK 20 @ KC 17,2007-11-25,34.5,over,34.5,over,37
HOU 17 @ CLE 27,2007-11-25,52,under,52,under,44
SEA 24 @ STL 19,2007-11-25,44.5,under,45.5,under,43
MIN 41 @ NYG 17,2007-11-25,41,over,40,over,58
NO 31 @ CAR 6,2007-11-25,41,under,42,under,37
WAS 13 @ TB 19,2007-11-25,36.5,under,38,under,32
SF 37 @ ARI 31,2007-11-25,38,over,37.5,over,68
DEN 34 @ CHI 37,2007-11-25,41,over,42.5,over,71
BAL 14 @ SD 32,2007-11-25,38.5,over,38.5,over,46
PHI 28 @ NE 31,2007-11-25,50,over,51,over,59
MIA 0 @ PIT 3,2007-11-26,43,under,37.5,under,3
NFL Week 13 Over Under Totals 2018,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
NO 10 @ DAL 13,2018-11-29,53.5,under,51.5,under,23
DEN 24 @ CIN 10,2018-12-02,42.5,under,45,under,34
ARI 20 @ GB 17,2018-12-02,45,under,41,under,37
BAL 26 @ ATL 16,2018-12-02,49,under,46.5,under,42
BUF 17 @ MIA 21,2018-12-02,40.5,under,40,under,38
CAR 17 @ TB 24,2018-12-02,56,under,52,under,41
CHI 27 @ NYG 30,2018-12-02,45,over,44,over,57
CLE 13 @ HOU 29,2018-12-02,48,under,47.5,under,42
IND 0 @ JAC 6,2018-12-02,47.5,under,45.5,under,6
LAC 33 @ PIT 30,2018-12-02,52.5,over,53.5,over,63
LAR 30 @ DET 16,2018-12-02,54.5,under,54,under,46
KC 40 @ OAK 33,2018-12-02,56,over,53.5,over,73
NYJ 22 @ TEN 26,2018-12-02,40.5,over,40.5,over,48
MIN 10 @ NE 24,2018-12-02,48.5,under,50,under,34
SF 16 @ SEA 43,2018-12-02,46,over,45.5,over,59
WAS 13 @ PHI 28,2018-12-03,44,under,45,under,41
NFL Week 13 Over Under Totals 2017,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
WAS 14 @ DAL 38,2017-11-30,44.5,over,47,over,52
TB 20 @ GB 26,2017-12-03,44,over,45,over,46
IND 10 @ JAC 30,2017-12-03,40.5,under,41,under,40
DEN 9 @ MIA 35,2017-12-03,38,over,41,over,44
MIN 14 @ ATL 9,2017-12-03,47,under,48.5,under,23
KC 31 @ NYJ 38,2017-12-03,43.5,over,44,over,69
HOU 13 @ TEN 24,2017-12-03,42,under,42.5,under,37
CAR 21 @ NO 31,2017-12-03,48,over,48,over,52
DET 20 @ BAL 44,2017-12-03,40,over,43,over,64
NE 23 @ BUF 3,2017-12-03,49.5,under,48.5,under,26
SF 15 @ CHI 14,2017-12-03,39.5,under,42,under,29
CLE 10 @ LAC 19,2017-12-03,42.5,under,45,under,29
LAR 32 @ ARI 16,2017-12-03,45.5,over,43,over,48
NYG 17 @ OAK 24,2017-12-03,40.5,over,43,under,41
PHI 10 @ SEA 24,2017-12-03,48,under,46.5,under,34
PIT 23 @ CIN 20,2017-12-04,43.5,under,42.5,over,43
NFL Week 13 Over Under Totals 2016,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
DAL 17 @ MIN 15,2016-12-01,43.5,under,43.5,under,32
MIA 6 @ BAL 38,2016-12-04,41.5,over,41.5,over,44
SF 6 @ CHI 26,2016-12-04,42.5,under,44,under,32
HOU 13 @ GB 21,2016-12-04,45.5,under,44.5,under,34
KC 29 @ ATL 28,2016-12-04,49,over,50,over,57
LA 10 @ NE 26,2016-12-04,45.5,under,44.5,under,36
DET 28 @ NO 13,2016-12-04,54,under,53,under,41
PHI 14 @ CIN 32,2016-12-04,42,over,42,over,46
DEN 20 @ JAC 10,2016-12-04,43,under,39,under,30
BUF 24 @ OAK 38,2016-12-04,50.5,over,48.5,over,62
TB 28 @ SD 21,2016-12-04,46.5,over,49,push,49
WAS 23 @ ARI 31,2016-12-04,50.5,over,48.5,over,54
NYG 14 @ PIT 24,2016-12-04,50,under,49.5,under,38
CAR 7 @ SEA 40,2016-12-04,45,over,44,over,47
IND 41 @ NYJ 10,2016-12-05,49,over,49,over,49
NFL Week 13 Over Under Totals 2015,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
GB 27 @ DET 23,2015-12-03,46,over,46,over,50
SEA 38 @ MIN 7,2015-12-06,42,over,43,over,45
CIN 37 @ CLE 3,2015-12-06,43.5,under,44,under,40
BAL 13 @ MIA 15,2015-12-06,43.5,under,43,under,28
HOU 21 @ BUF 30,2015-12-06,41.5,over,42,over,51
SF 26 @ CHI 20,2015-12-06,41.5,over,43,over,46
JAC 39 @ TEN 42,2015-12-06,43,over,43.5,over,81
ATL 19 @ TB 23,2015-12-06,45.5,under,46.5,under,42
ARI 27 @ STL 3,2015-12-06,44,under,43,under,30
NYJ 23 @ NYG 20,2015-12-06,45,under,45.5,under,43
CAR 41 @ NO 38,2015-12-06,49.5,over,50.5,over,79
DEN 17 @ SD 3,2015-12-06,43,under,45,under,20
KC 34 @ OAK 20,2015-12-06,44,over,45.5,over,54
PHI 35 @ NE 28,2015-12-06,48.5,over,49.5,over,63
IND 10 @ PIT 45,2015-12-06,47.5,over,50.5,over,55
DAL 19 @ WAS 16,2015-12-07,42,under,43,under,35
NFL Week 13 Over Under Totals 2014,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CHI 17 @ DET 34,2014-11-27,46.5,over,46,over,51
PHI 33 @ DAL 10,2014-11-27,54.5,under,56.5,under,43
SEA 19 @ SF 3,2014-11-27,41,under,40,under,22
WAS 27 @ IND 49,2014-11-30,51,over,48.5,over,76
TEN 21 @ HOU 45,2014-11-30,42.5,over,43,over,66
CLE 10 @ BUF 26,2014-11-30,41,under,42,under,36
SD 34 @ BAL 33,2014-11-30,45.5,over,45.5,over,67
NYG 24 @ JAC 25,2014-11-30,44.5,over,44,over,49
CIN 14 @ TB 13,2014-11-30,44,under,43.5,under,27
OAK 0 @ STL 52,2014-11-30,43,over,43,over,52
NO 35 @ PIT 32,2014-11-30,53,over,54.5,over,67
CAR 13 @ MIN 31,2014-11-30,43.5,over,41.5,over,44
ARI 18 @ ATL 29,2014-11-30,44.5,over,45.5,over,47
NE 21 @ GB 26,2014-11-30,58,under,57,under,47
DEN 29 @ KC 16,2014-11-30,49.5,under,49,under,45
MIA 16 @ NYJ 13,2014-12-01,41.5,under,41.5,under,29
NFL Week 13 Over Under Totals 2013,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
GB 10 @ DET 40,2013-11-28,50,push,48.5,over,50
OAK 24 @ DAL 31,2013-11-28,45.5,over,49.5,over,55
PIT 20 @ BAL 22,2013-11-28,40.5,over,40.5,over,42
DEN 35 @ KC 28,2013-12-01,48.5,over,50.5,over,63
TEN 14 @ IND 22,2013-12-01,45,under,46,under,36
JAC 32 @ CLE 28,2013-12-01,40.5,over,39.5,over,60
TB 6 @ CAR 27,2013-12-01,41.5,under,41,under,33
CHI 20 @ MIN 23,2013-12-01,48,under,48.5,under,43
ARI 21 @ PHI 24,2013-12-01,48.5,under,48,under,45
MIA 23 @ NYJ 3,2013-12-01,38.5,under,39.5,under,26
ATL 34 @ BUF 31,2013-12-01,48,over,48,over,65
STL 13 @ SF 23,2013-12-01,43,under,40.5,under,36
NE 34 @ HOU 31,2013-12-01,47,over,49.5,over,65
CIN 17 @ SD 10,2013-12-01,45.5,under,48.5,under,27
NYG 24 @ WAS 17,2013-12-01,46.5,under,45.5,under,41
NO 7 @ SEA 34,2013-12-02,45.5,under,48.5,under,41
NFL Week 13 Over Under Totals 2012,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
NO 13 @ ATL 23,2012-11-29,55.5,under,54.5,under,36
JAC 18 @ BUF 34,2012-12-02,45,over,41,over,52
HOU 24 @ TEN 10,2012-12-02,48,under,47.5,under,34
SF 13 @ STL 16,2012-12-02,41,under,40.5,under,29
ARI 6 @ NYJ 7,2012-12-02,37.5,under,37,under,13
NE 23 @ MIA 16,2012-12-02,51,under,51,under,39
CAR 21 @ KC 27,2012-12-02,41,over,41,over,48
SEA 23 @ CHI 17,2012-12-02,38,over,36.5,over,40
IND 35 @ DET 33,2012-12-02,51,over,51.5,over,68
MIN 14 @ GB 23,2012-12-02,47,under,47,under,37
TB 23 @ DEN 31,2012-12-02,51.5,over,50,over,54
PIT 23 @ BAL 20,2012-12-02,34.5,over,36.5,over,43
CIN 20 @ SD 13,2012-12-02,47.5,under,45,under,33
CLE 20 @ OAK 17,2012-12-02,39.5,under,39.5,under,37
PHI 33 @ DAL 38,2012-12-02,43,over,44,over,71
NYG 16 @ WAS 17,2012-12-03,51,under,50,under,33
NFL Week 13 Over Under Totals 2011,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
PHI 14 @ SEA 31,2011-12-01,44,over,43.5,over,45
TEN 23 @ BUF 17,2011-12-04,43.5,under,43.5,under,40
KC 10 @ CHI 3,2011-12-04,38,under,35,under,13
BAL 24 @ CLE 10,2011-12-04,37,under,38.5,under,34
OAK 14 @ MIA 34,2011-12-04,42.5,over,43,over,48
DET 17 @ NO 31,2011-12-04,53.5,under,54.5,under,48
CIN 7 @ PIT 35,2011-12-04,42,push,43.5,under,42
CAR 38 @ TB 19,2011-12-04,48,over,45.5,over,57
NYJ 34 @ WAS 19,2011-12-04,37.5,over,38.5,over,53
ATL 10 @ HOU 17,2011-12-04,40,under,38.5,under,27
DEN 35 @ MIN 32,2011-12-04,37.5,over,37.5,over,67
STL 0 @ SF 26,2011-12-04,38,under,38.5,under,26
GB 38 @ NYG 35,2011-12-04,52.5,over,53.5,over,73
DAL 13 @ ARI 19,2011-12-04,45.5,under,46.5,under,32
IND 24 @ NE 31,2011-12-04,48,over,48.5,over,55
SD 38 @ JAC 14,2011-12-05,40,over,39.5,over,52
NFL Week 13 Over Under Totals 2010,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
HOU 24 @ PHI 34,2010-12-02,49.5,over,51,over,58
BUF 14 @ MIN 38,2010-12-05,45,over,43.5,over,52
CLE 13 @ MIA 10,2010-12-05,43,under,43.5,under,23
JAC 17 @ TEN 6,2010-12-05,43.5,under,43.5,under,23
DEN 6 @ KC 10,2010-12-05,47,under,48,under,16
WAS 7 @ NYG 31,2010-12-05,44,under,43,under,38
CHI 24 @ DET 20,2010-12-05,44,push,43,over,44
SF 16 @ GB 34,2010-12-05,41.5,over,41,over,50
NO 34 @ CIN 30,2010-12-05,47,over,45,over,64
OAK 28 @ SD 13,2010-12-05,46.5,under,44.5,under,41
ATL 28 @ TB 24,2010-12-05,44.5,over,43.5,over,52
CAR 14 @ SEA 31,2010-12-05,40,over,40,over,45
DAL 38 @ IND 35,2010-12-05,48,over,47.5,over,73
STL 19 @ ARI 6,2010-12-05,42.5,under,43.5,under,25
PIT 13 @ BAL 10,2010-12-05,39,under,38,under,23
NYJ 3 @ NE 45,2010-12-06,47,over,44.5,over,48
NFL Week 13 Over Under Totals 2009,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
NYJ 19 @ BUF 13,2009-12-03,37,under,37,under,32
DEN 44 @ KC 13,2009-12-06,37.5,over,39,over,57
OAK 27 @ PIT 24,2009-12-06,37,over,37,over,51
HOU 18 @ JAC 23,2009-12-06,46.5,under,47.5,under,41
TEN 17 @ IND 27,2009-12-06,47,under,47,under,44
PHI 34 @ ATL 7,2009-12-06,44,under,43.5,under,41
DET 13 @ CIN 23,2009-12-06,42,under,42,under,36
NO 33 @ WAS 30,2009-12-06,47.5,over,46.5,over,63
TB 6 @ CAR 16,2009-12-06,42,under,40,under,22
STL 9 @ CHI 17,2009-12-06,41,under,41,under,26
NE 21 @ MIA 22,2009-12-06,46,under,46,under,43
SD 30 @ CLE 23,2009-12-06,43,over,42.5,over,53
SF 17 @ SEA 20,2009-12-06,41,under,41.5,under,37
DAL 24 @ NYG 31,2009-12-06,45,over,45.5,over,55
MIN 17 @ ARI 30,2009-12-06,48,under,48,under,47
