NFL Week 1 Over Under Totals 2018,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
ARI 28 @ SF 18,2018-10-07,41,over,40.5,over,46
LAR 33 @ SEA 31,2018-10-07,49,over,50.5,over,64
MIN 23 @ PHI 21,2018-10-07,44.5,under,48,under,44
DAL 16 @ HOU 19,2018-10-07,45,under,45,under,35
WAS 19 @ NO 43,2018-10-08,52,over,51.5,over,62
NFL Week 5 Over Under Totals 2017,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
NE 19 @ TB 14,2017-10-05,54,under,54.5,under,33
TEN 10 @ MIA 16,2017-10-08,43.5,under,41.5,under,26
LAC 27 @ NYG 22,2017-10-08,44.5,over,45.5,over,49
BUF 16 @ CIN 20,2017-10-08,39,under,39,under,36
JAC 30 @ PIT 9,2017-10-08,44.5,under,41,under,39
ARI 7 @ PHI 34,2017-10-08,45,under,45,under,41
NYJ 17 @ CLE 14,2017-10-08,39,under,41.5,under,31
CAR 27 @ DET 24,2017-10-08,43.5,over,42,over,51
SF 23 @ IND 26,2017-10-08,43,over,43.5,over,49
SEA 16 @ LAR 10,2017-10-08,46,under,46.5,under,26
BAL 30 @ OAK 17,2017-10-08,40,over,40.5,over,47
GB 35 @ DAL 31,2017-10-08,52.5,over,52,over,66
KC 42 @ HOU 34,2017-10-08,47,over,45,over,76
MIN 20 @ CHI 17,2017-10-09,40.5,under,41,under,37
NFL Week 5 Over Under Totals 2016,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
ARI 33 @ SF 21,2016-10-06,42.5,over,42.5,over,54
WAS 16 @ BAL 10,2016-10-09,46.5,under,44.5,under,26
TEN 30 @ MIA 17,2016-10-09,44.5,over,44.5,over,47
HOU 13 @ MIN 31,2016-10-09,40,over,39,over,44
CHI 23 @ IND 29,2016-10-09,46,over,47.5,over,52
NYJ 13 @ PIT 31,2016-10-09,48.5,under,50,under,44
PHI 23 @ DET 24,2016-10-09,46,over,46,over,47
NE 33 @ CLE 13,2016-10-09,46.5,under,47.5,under,46
ATL 23 @ DEN 16,2016-10-09,47,under,44.5,under,39
SD 31 @ OAK 34,2016-10-09,52.5,over,50.5,over,65
BUF 30 @ LA 19,2016-10-09,40,over,41.5,over,49
CIN 14 @ DAL 28,2016-10-09,45,under,46,under,42
NYG 16 @ GB 23,2016-10-09,48,under,49,under,39
TB 17 @ CAR 14,2016-10-10,45.5,under,46.5,under,31
NFL Week 5 Over Under Totals 2015,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
IND 27 @ HOU 20,2015-10-08,44.5,over,40.5,over,47
CLE 33 @ BAL 30,2015-10-11,44,over,43,over,63
STL 10 @ GB 24,2015-10-11,47.5,under,45,under,34
BUF 14 @ TEN 13,2015-10-11,44.5,under,43,under,27
NO 17 @ PHI 39,2015-10-11,48,over,49.5,over,56
WAS 19 @ ATL 25,2015-10-11,47.5,under,48.5,under,44
SEA 24 @ CIN 27,2015-10-11,44,over,44.5,over,51
CHI 18 @ KC 17,2015-10-11,47,under,44,under,35
JAC 31 @ TB 38,2015-10-11,43,over,41,over,69
ARI 42 @ DET 17,2015-10-11,44.5,over,46,over,59
NE 30 @ DAL 6,2015-10-11,49,under,51,under,36
DEN 16 @ OAK 10,2015-10-11,43.5,under,44.5,under,26
SF 27 @ NYG 30,2015-10-11,43,over,43.5,over,57
PIT 24 @ SD 20,2015-10-12,44.5,under,45.5,under,44
NFL Week 5 Over Under Totals 2014,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
MIN 10 @ GB 42,2014-10-02,50,over,46.5,over,52
CHI 24 @ CAR 31,2014-10-05,45.5,over,46.5,over,55
CLE 29 @ TEN 28,2014-10-05,44.5,over,44.5,over,57
STL 28 @ PHI 34,2014-10-05,48.5,over,48,over,62
ATL 20 @ NYG 30,2014-10-05,49,over,50.5,under,50
TB 31 @ NO 37,2014-10-05,49,over,47.5,over,68
HOU 17 @ DAL 20,2014-10-05,46,under,47.5,under,37
BUF 17 @ DET 14,2014-10-05,44.5,under,43,under,31
BAL 13 @ IND 20,2014-10-05,47.5,under,49.5,under,33
PIT 17 @ JAC 9,2014-10-05,46,under,47,under,26
ARI 20 @ DEN 41,2014-10-05,49,over,47,over,61
KC 17 @ SF 22,2014-10-05,44.5,under,43.5,under,39
NYJ 0 @ SD 31,2014-10-05,43.5,under,44.5,under,31
CIN 17 @ NE 43,2014-10-05,45.5,over,46,over,60
SEA 27 @ WAS 17,2014-10-06,45.5,under,46,under,44
NFL Week 5 Over Under Totals 2013,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
BUF 24 @ CLE 37,2013-10-03,41,over,40.5,over,61
BAL 26 @ MIA 23,2013-10-06,42.5,over,42.5,over,49
JAC 20 @ STL 34,2013-10-06,41.5,over,40.5,over,54
KC 26 @ TEN 17,2013-10-06,41.5,over,38,over,43
PHI 36 @ NYG 21,2013-10-06,55.5,over,53.5,over,57
SEA 28 @ IND 34,2013-10-06,43,over,43.5,over,62
NO 26 @ CHI 18,2013-10-06,47.5,under,50.5,under,44
NE 6 @ CIN 13,2013-10-06,44.5,under,45.5,under,19
DET 9 @ GB 22,2013-10-06,52,under,53,under,31
CAR 6 @ ARI 22,2013-10-06,42,under,41,under,28
DEN 51 @ DAL 48,2013-10-06,55.5,over,56.5,over,99
SD 17 @ OAK 27,2013-10-06,44,push,46,under,44
HOU 3 @ SF 34,2013-10-06,42.5,under,43,under,37
NYJ 30 @ ATL 28,2013-10-07,44,over,45,over,58
NFL Week 5 Over Under Totals 2012,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
ARI 3 @ STL 17,2012-10-04,38.5,under,37.5,under,20
GB 27 @ IND 30,2012-10-07,48,over,49.5,over,57
BAL 9 @ KC 6,2012-10-07,45,under,46.5,under,15
CLE 27 @ NYG 41,2012-10-07,44,over,44,over,68
MIA 17 @ CIN 13,2012-10-07,44.5,under,45,under,30
PHI 14 @ PIT 16,2012-10-07,44.5,under,44,under,30
ATL 24 @ WAS 17,2012-10-07,50,under,50.5,under,41
SEA 16 @ CAR 12,2012-10-07,44,under,42.5,under,28
CHI 41 @ JAC 3,2012-10-07,40.5,over,38.5,over,44
TEN 7 @ MIN 30,2012-10-07,44,under,44,under,37
DEN 21 @ NE 31,2012-10-07,51.5,over,50.5,over,52
BUF 3 @ SF 45,2012-10-07,44.5,over,45.5,over,48
SD 24 @ NO 31,2012-10-07,54,over,53,over,55
HOU 23 @ NYJ 17,2012-10-08,40.5,under,40.5,under,40
NFL Week 5 Over Under Totals 2011,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
KC 28 @ IND 24,2011-10-09,38,over,37.5,over,52
ARI 10 @ MIN 34,2011-10-09,43,over,44.5,under,44
PHI 24 @ BUF 31,2011-10-09,48.5,over,52.5,over,55
OAK 25 @ HOU 20,2011-10-09,48,under,47.5,under,45
NO 30 @ CAR 27,2011-10-09,52.5,over,51,over,57
CIN 30 @ JAC 20,2011-10-09,35.5,over,37,over,50
TEN 17 @ PIT 38,2011-10-09,40,over,40,over,55
SEA 36 @ NYG 25,2011-10-09,41.5,over,43.5,over,61
TB 3 @ SF 48,2011-10-09,40.5,over,41,over,51
NYJ 21 @ NE 30,2011-10-09,50,over,50.5,over,51
SD 29 @ DEN 24,2011-10-09,47,over,47,over,53
GB 25 @ ATL 14,2011-10-09,53,under,53.5,under,39
CHI 13 @ DET 24,2011-10-10,46.5,under,47,under,37
NFL Week 5 Over Under Totals 2010,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
DEN 17 @ BAL 31,2010-10-10,39,over,39.5,over,48
JAC 36 @ BUF 26,2010-10-10,40,over,41.5,over,62
KC 9 @ IND 19,2010-10-10,44,under,46.5,under,28
STL 6 @ DET 44,2010-10-10,42,over,43.5,over,50
ATL 20 @ CLE 10,2010-10-10,40.5,under,41.5,under,30
TB 24 @ CIN 21,2010-10-10,38,over,38,over,45
CHI 23 @ CAR 6,2010-10-10,36,under,33,under,29
GB 13 @ WAS 16,2010-10-10,43.5,under,45.5,under,29
NYG 34 @ HOU 10,2010-10-10,48,under,48.5,under,44
NO 20 @ ARI 30,2010-10-10,46,over,45.5,over,50
SD 27 @ OAK 35,2010-10-10,44.5,over,44,over,62
TEN 34 @ DAL 27,2010-10-10,41.5,over,43.5,over,61
PHI 27 @ SF 24,2010-10-10,38,over,39.5,over,51
MIN 20 @ NYJ 29,2010-10-11,36.5,over,39.5,over,49
NFL Week 5 Over Under Totals 2009,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
MIN 38 @ STL 10,2009-10-11,40,over,40.5,over,48
DAL 26 @ KC 20,2009-10-11,43,over,43.5,over,46
WAS 17 @ CAR 20,2009-10-11,37.5,under,38,under,37
TB 14 @ PHI 33,2009-10-11,43,over,41.5,over,47
OAK 7 @ NYG 44,2009-10-11,42,over,38,over,51
CLE 6 @ BUF 3,2009-10-11,38.5,under,41.5,under,9
CIN 17 @ BAL 14,2009-10-11,41.5,under,42,under,31
PIT 28 @ DET 20,2009-10-11,42,over,44,over,48
ATL 45 @ SF 10,2009-10-11,42.5,over,40,over,55
NE 17 @ DEN 20,2009-10-11,43,under,41,under,37
HOU 21 @ ARI 28,2009-10-11,48.5,over,50.5,under,49
JAC 0 @ SEA 41,2009-10-11,44,under,44,under,41
IND 31 @ TEN 9,2009-10-11,46,under,44,under,40
NYJ 27 @ MIA 31,2009-10-12,37,over,36,over,58
NFL Week 5 Over Under Totals 2008,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
IND 31 @ HOU 27,2008-10-05,46,over,48,over,58
TEN 13 @ BAL 10,2008-10-05,35,under,33.5,under,23
SD 10 @ MIA 17,2008-10-05,45.5,under,44.5,under,27
KC 0 @ CAR 34,2008-10-05,37,under,38,under,34
WAS 23 @ PHI 17,2008-10-05,44,under,41.5,under,40
CHI 34 @ DET 7,2008-10-05,44.5,under,45.5,under,41
ATL 27 @ GB 24,2008-10-05,40.5,over,42,over,51
SEA 6 @ NYG 44,2008-10-05,44,over,43.5,over,50
TB 13 @ DEN 16,2008-10-05,48,under,47,under,29
NE 30 @ SF 21,2008-10-05,42,over,41,over,51
BUF 17 @ ARI 41,2008-10-05,45,over,44.5,over,58
CIN 22 @ DAL 31,2008-10-05,45.5,over,45.5,over,53
PIT 26 @ JAC 21,2008-10-05,36,over,37.5,over,47
MIN 30 @ NO 27,2008-10-06,47,over,47,over,57
NFL Week 5 Over Under Totals 2007,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CAR 16 @ NO 13,2007-10-07,44.5,under,43,under,29
JAC 17 @ KC 7,2007-10-07,34.5,under,36,under,24
DET 3 @ WAS 34,2007-10-07,45.5,under,44.5,under,37
ATL 13 @ TEN 20,2007-10-07,39.5,under,41,under,33
SEA 0 @ PIT 21,2007-10-07,39,under,41,under,21
CLE 17 @ NE 34,2007-10-07,47.5,over,48,over,51
ARI 34 @ STL 31,2007-10-07,40.5,over,40,over,65
NYJ 24 @ NYG 35,2007-10-07,41.5,over,41,over,59
MIA 19 @ HOU 22,2007-10-07,42,under,43.5,under,41
TB 14 @ IND 33,2007-10-07,46.5,over,44.5,over,47
SD 41 @ DEN 3,2007-10-07,41.5,over,43,over,44
BAL 9 @ SF 7,2007-10-07,35.5,under,35,under,16
CHI 27 @ GB 20,2007-10-07,41.5,over,40.5,over,47
DAL 25 @ BUF 24,2007-10-08,44,over,45,over,49
NFL Week 6 Over Under Totals 2018,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
PHI 34 @ NYG 13,2018-10-11,45,over,45.5,over,47
ARI 17 @ MIN 27,2018-10-14,43,over,43.5,over,44
CAR 17 @ WAS 23,2018-10-14,45,under,44.5,under,40
CHI 28 @ MIA 31,2018-10-14,44,over,40.5,over,59
IND 34 @ NYJ 42,2018-10-14,45.5,over,47.5,over,76
PIT 28 @ CIN 21,2018-10-14,54,under,49.5,under,49
SEA 27 @ OAK 3,2018-10-14,47.5,under,47.5,under,30
BUF 13 @ HOU 20,2018-10-14,41,under,40.5,under,33
LAC 38 @ CLE 14,2018-10-14,46,over,47,over,52
TB 29 @ ATL 34,2018-10-14,57,over,57.5,over,63
LAR 23 @ DEN 20,2018-10-14,52.5,under,50,under,43
BAL 21 @ TEN 0,2018-10-14,42,under,42,under,21
JAC 7 @ DAL 40,2018-10-14,41.5,over,39.5,over,47
KC 40 @ NE 43,2018-10-14,57.5,over,59.5,over,83
SF 30 @ GB 33,2018-10-15,46.5,over,46.5,over,63
NFL Week 6 Over Under Totals 2017,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
PHI 28 @ CAR 23,2017-10-12,45,over,44,over,51
NE 24 @ NYJ 17,2017-10-15,47.5,under,48.5,under,41
MIA 20 @ ATL 17,2017-10-15,48,under,46,under,37
SF 24 @ WAS 26,2017-10-15,46.5,over,46,over,50
CHI 27 @ BAL 24,2017-10-15,39.5,over,39.5,over,51
CLE 17 @ HOU 33,2017-10-15,44,over,46,over,50
GB 10 @ MIN 23,2017-10-15,46.5,under,46,under,33
DET 38 @ NO 52,2017-10-15,50.5,over,50.5,over,90
TB 33 @ ARI 38,2017-10-15,44,over,46.5,over,71
LAR 27 @ JAC 17,2017-10-15,44,push,42,over,44
PIT 19 @ KC 13,2017-10-15,46,under,46.5,under,32
LAC 17 @ OAK 16,2017-10-15,50.5,under,48.5,under,33
NYG 23 @ DEN 10,2017-10-15,40.5,under,37.5,under,33
IND 22 @ TEN 36,2017-10-16,48,over,46,over,58
NFL Week 6 Over Under Totals 2016,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
DEN 13 @ SD 21,2016-10-13,45.5,under,44,under,-1
LA 28 @ DET 31,2016-10-16,43,over,44,over,-1
SF 16 @ BUF 45,2016-10-16,45,over,44,over,0
JAC 17 @ CHI 16,2016-10-16,47,under,46,under,1
CLE 26 @ TEN 28,2016-10-16,44,over,45,over,1
PHI 20 @ WAS 27,2016-10-16,45.5,over,45,over,-3
BAL 23 @ NYG 27,2016-10-16,43.5,over,42.5,over,1
CAR 38 @ NO 41,2016-10-16,53,over,53.5,over,1
PIT 15 @ MIA 30,2016-10-16,48,under,49.5,under,0
CIN 17 @ NE 35,2016-10-16,47,over,48.5,over,-1
KC 26 @ OAK 10,2016-10-16,48,under,46.5,under,-3
ATL 24 @ SEA 26,2016-10-16,45.5,over,45.5,over,1
DAL 30 @ GB 16,2016-10-16,46.5,under,47,under,1
IND 23 @ HOU 26,2016-10-16,46,over,47.5,over,-1
NYJ 3 @ ARI 28,2016-10-17,46,under,46,under,0
NFL Week 6 Over Under Totals 2015,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
ATL 21 @ NO 31,2015-10-15,51.5,over,52,push,52
DEN 26 @ CLE 23,2015-10-18,42.5,over,41.5,over,49
CHI 34 @ DET 37,2015-10-18,44,over,45,over,71
HOU 31 @ JAC 20,2015-10-18,42.5,over,43.5,over,51
CIN 34 @ BUF 21,2015-10-18,45,over,42.5,over,55
WAS 20 @ NYJ 34,2015-10-18,41.5,over,39.5,over,54
KC 10 @ MIN 16,2015-10-18,44.5,under,43,under,26
ARI 13 @ PIT 25,2015-10-18,44,under,45,under,38
MIA 38 @ TEN 10,2015-10-18,44.5,over,44,over,48
CAR 27 @ SEA 23,2015-10-18,42,over,41,over,50
BAL 20 @ SF 25,2015-10-18,44,over,43.5,over,45
SD 20 @ GB 27,2015-10-18,50,under,50,under,47
NE 34 @ IND 27,2015-10-18,55,over,53.5,over,61
NYG 7 @ PHI 27,2015-10-19,50,under,50.5,under,34
NFL Week 6 Over Under Totals 2014,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
IND 33 @ HOU 28,2014-10-09,45.5,over,46,over,61
CHI 27 @ ATL 13,2014-10-12,54.5,under,55.5,under,40
JAC 14 @ TEN 16,2014-10-12,42,under,42.5,under,30
BAL 48 @ TB 17,2014-10-12,43,over,44,over,65
DEN 31 @ NYJ 17,2014-10-12,46,over,47,over,48
DET 17 @ MIN 3,2014-10-12,43,under,43,under,20
NE 37 @ BUF 22,2014-10-12,45,over,44,over,59
CAR 37 @ CIN 37,2014-10-12,44,over,43.5,over,74
PIT 10 @ CLE 31,2014-10-12,46.5,under,46.5,under,41
GB 27 @ MIA 24,2014-10-12,48,over,46.5,over,51
SD 31 @ OAK 28,2014-10-12,44,over,43.5,over,59
DAL 30 @ SEA 23,2014-10-12,47.5,over,47,over,53
WAS 20 @ ARI 30,2014-10-12,45,over,47,over,50
NYG 0 @ PHI 27,2014-10-12,51.5,under,50.5,under,27
SF 31 @ STL 17,2014-10-13,43.5,over,44,over,48
NFL Week 6 Over Under Totals 2013,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
NYG 21 @ CHI 27,2013-10-10,44,over,46.5,over,48
GB 19 @ BAL 17,2013-10-13,48,under,48.5,under,36
PHI 31 @ TB 20,2013-10-13,45.5,over,44.5,over,51
PIT 19 @ NYJ 6,2013-10-13,40,under,40.5,under,25
CAR 35 @ MIN 10,2013-10-13,44.5,over,44.5,over,45
OAK 7 @ KC 24,2013-10-13,40.5,under,41,under,31
STL 38 @ HOU 13,2013-10-13,43,over,43,over,51
CIN 27 @ BUF 24,2013-10-13,42,over,41,over,51
DET 31 @ CLE 17,2013-10-13,46,over,41,over,48
TEN 13 @ SEA 20,2013-10-13,40.5,under,42,under,33
JAC 19 @ DEN 35,2013-10-13,51.5,over,53,over,54
NO 27 @ NE 30,2013-10-13,49.5,over,51.5,over,57
ARI 20 @ SF 32,2013-10-13,41,over,40.5,over,52
WAS 16 @ DAL 31,2013-10-13,53,under,52,under,47
IND 9 @ SD 19,2013-10-14,49.5,under,50.5,under,28
NFL Week 6 Over Under Totals 2012,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
PIT 23 @ TEN 26,2012-10-11,42.5,over,42.5,over,49
DAL 29 @ BAL 31,2012-10-14,45.5,over,45.5,over,60
CIN 24 @ CLE 34,2012-10-14,42,over,42,over,58
STL 14 @ MIA 17,2012-10-14,38,under,38,under,31
IND 9 @ NYJ 35,2012-10-14,43.5,over,43.5,over,44
OAK 20 @ ATL 23,2012-10-14,49,under,49,under,43
DET 26 @ PHI 23,2012-10-14,47.5,over,47.5,over,49
KC 10 @ TB 38,2012-10-14,39.5,over,39.5,over,48
BUF 19 @ ARI 16,2012-10-14,44,under,44,under,35
NE 23 @ SEA 24,2012-10-14,42.5,over,42.5,over,47
NYG 26 @ SF 3,2012-10-14,46.5,under,46.5,under,29
MIN 26 @ WAS 38,2012-10-14,44,over,44,over,64
GB 42 @ HOU 24,2012-10-14,46.5,over,46.5,over,66
DEN 35 @ SD 24,2012-10-15,47,over,47.5,over,59
NFL Week 6 Over Under Totals 2011,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
STL 3 @ GB 24,2011-10-16,48,under,47,under,27
JAC 13 @ PIT 17,2011-10-16,39,under,40,under,30
PHI 20 @ WAS 13,2011-10-16,48,under,46.5,under,33
SF 25 @ DET 19,2011-10-16,46.5,under,46,under,44
CAR 17 @ ATL 31,2011-10-16,51,under,49,under,48
IND 17 @ CIN 27,2011-10-16,38.5,over,40,over,44
BUF 24 @ NYG 27,2011-10-16,50,over,49,over,51
HOU 14 @ BAL 29,2011-10-16,45,under,43.5,under,43
CLE 17 @ OAK 24,2011-10-16,44,under,44.5,under,41
DAL 16 @ NE 20,2011-10-16,53.5,under,54.5,under,36
NO 20 @ TB 26,2011-10-16,49,under,49.5,under,46
MIN 10 @ CHI 39,2011-10-16,42.5,over,41.5,over,49
MIA 6 @ NYJ 24,2011-10-17,41,under,41.5,under,30
NFL Week 6 Over Under Totals 2010,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
SD 17 @ STL 20,2010-10-17,45,under,44.5,under,37
KC 31 @ HOU 35,2010-10-17,44,over,45.5,over,66
BAL 20 @ NE 23,2010-10-17,44.5,under,44.5,under,43
NO 31 @ TB 6,2010-10-17,44.5,under,43.5,under,37
ATL 17 @ PHI 31,2010-10-17,41.5,over,43,over,48
DET 20 @ NYG 28,2010-10-17,44.5,over,45.5,over,48
SEA 23 @ CHI 20,2010-10-17,37,over,37.5,over,43
MIA 23 @ GB 20,2010-10-17,46,under,44,under,43
CLE 10 @ PIT 28,2010-10-17,39,under,37.5,over,38
NYJ 24 @ DEN 20,2010-10-17,40.5,over,43,over,44
OAK 9 @ SF 17,2010-10-17,40.5,under,40.5,under,26
DAL 21 @ MIN 24,2010-10-17,44.5,over,43.5,over,45
IND 27 @ WAS 24,2010-10-17,44.5,over,44.5,over,51
TEN 30 @ JAC 3,2010-10-18,44.5,under,43.5,under,33
NFL Week 6 Over Under Totals 2009,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
KC 14 @ WAS 6,2009-10-18,37,under,36.5,under,20
HOU 28 @ CIN 17,2009-10-18,45,push,46,under,45
CLE 14 @ PIT 27,2009-10-18,38,over,37.5,over,41
BAL 31 @ MIN 33,2009-10-18,44,over,45.5,over,64
STL 20 @ JAC 23,2009-10-18,40,over,42,over,43
NYG 27 @ NO 48,2009-10-18,48,over,47,over,75
CAR 28 @ TB 21,2009-10-18,37,over,40.5,over,49
DET 0 @ GB 26,2009-10-18,48,under,48.5,under,26
PHI 9 @ OAK 13,2009-10-18,41,under,40.5,under,22
ARI 27 @ SEA 3,2009-10-18,46.5,under,45.5,under,30
BUF 16 @ NYJ 13,2009-10-18,38,under,35.5,under,29
TEN 0 @ NE 59,2009-10-18,43,over,38,over,59
CHI 14 @ ATL 21,2009-10-18,45.5,under,46,under,35
DEN 34 @ SD 23,2009-10-19,43.5,over,44.5,over,57
NFL Week 6 Over Under Totals 2008,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
OAK 3 @ NO 34,2008-10-12,47.5,under,47,under,37
BAL 3 @ IND 31,2008-10-12,39,under,39,under,34
CIN 14 @ NYJ 26,2008-10-12,46.5,under,43.5,under,40
CAR 3 @ TB 27,2008-10-12,37,under,37,under,30
DET 10 @ MIN 12,2008-10-12,47,under,44.5,under,22
CHI 20 @ ATL 22,2008-10-12,42.5,under,43,under,42
MIA 28 @ HOU 29,2008-10-12,46,over,45,over,57
STL 19 @ WAS 17,2008-10-12,44,under,44,under,36
JAC 24 @ DEN 17,2008-10-12,48,under,48.5,under,41
PHI 40 @ SF 26,2008-10-12,44,over,41.5,over,66
DAL 24 @ ARI 30,2008-10-12,48.5,over,53,over,54
GB 27 @ SEA 17,2008-10-12,47,under,44,push,44
NE 10 @ SD 30,2008-10-12,45,under,45,under,40
NYG 14 @ CLE 35,2008-10-13,43,over,43.5,over,49
NFL Week 6 Over Under Totals 2007,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CIN 20 @ KC 27,2007-10-14,41.5,over,43.5,over,47
HOU 17 @ JAC 37,2007-10-14,37.5,over,37,over,54
MIA 31 @ CLE 41,2007-10-14,43.5,over,45.5,over,72
MIN 34 @ CHI 31,2007-10-14,37.5,over,35.5,over,65
PHI 16 @ NYJ 9,2007-10-14,41,under,43,under,25
STL 3 @ BAL 22,2007-10-14,37,under,36.5,under,25
TEN 10 @ TB 13,2007-10-14,38,under,37,under,23
WAS 14 @ GB 17,2007-10-14,41,under,40.5,under,31
CAR 25 @ ARI 10,2007-10-14,40,under,38.5,under,35
NE 48 @ DAL 27,2007-10-14,52.5,over,52,over,75
OAK 14 @ SD 28,2007-10-14,44,under,44,under,42
NO 28 @ SEA 17,2007-10-14,41.5,over,42.5,over,45
NYG 31 @ ATL 10,2007-10-15,43,under,43.5,under,41
NFL Week 7 Over Under Totals 2018,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
DEN 45 @ ARI 10,2018-10-18,40,over,42.5,over,55
TEN 19 @ LAC 20,2018-10-21,45,under,46,under,39
BUF 5 @ IND 37,2018-10-21,43,under,43.5,under,42
CAR 21 @ PHI 17,2018-10-21,45,under,45,under,38
CIN 10 @ KC 45,2018-10-21,58.5,under,56,under,55
CLE 23 @ TB 26,2018-10-21,49,push,52.5,under,49
DET 32 @ MIA 21,2018-10-21,47,over,47,over,53
HOU 20 @ JAC 7,2018-10-21,43,under,43,under,27
MIN 37 @ NYJ 17,2018-10-21,46.5,over,45,over,54
NE 38 @ CHI 31,2018-10-21,50,over,49,over,69
NO 24 @ BAL 23,2018-10-21,50.5,under,49,under,47
DAL 17 @ WAS 20,2018-10-21,42,under,40.5,under,37
LAR 39 @ SF 10,2018-10-21,52.5,under,52,under,49
NYG 20 @ ATL 23,2018-10-22,54,under,52,under,43
NFL Week 7 Over Under Totals 2017,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
KC 30 @ OAK 31,2017-10-19,47.5,over,46.5,over,61
JAC 27 @ IND 0,2017-10-22,43.5,under,41,under,27
ARI 0 @ LAR 33,2017-10-22,47,under,45.5,under,33
TB 27 @ BUF 30,2017-10-22,44,over,46.5,over,57
BAL 16 @ MIN 24,2017-10-22,39.5,over,37.5,over,40
CIN 14 @ PIT 29,2017-10-22,42,over,40,over,43
NYJ 28 @ MIA 31,2017-10-22,39,over,40,over,59
CAR 3 @ CHI 17,2017-10-22,41.5,under,39.5,under,20
TEN 12 @ CLE 9,2017-10-22,46.5,under,42.5,under,21
NO 26 @ GB 17,2017-10-22,47.5,under,45.5,under,43
DAL 40 @ SF 10,2017-10-22,47,over,48,over,50
DEN 0 @ LAC 21,2017-10-22,41.5,under,41,under,21
SEA 24 @ NYG 7,2017-10-22,38.5,under,39,under,31
ATL 7 @ NE 23,2017-10-22,54,under,56.5,under,30
WAS 24 @ PHI 34,2017-10-23,48.5,over,48.5,over,58
NFL Week 7 Over Under Totals 2016,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
CHI 10 @ GB 26,2016-10-20,47,under,46.5,under,36
NYG 17 @ LA 10,2016-10-23,44.5,under,44.5,under,27
WAS 17 @ DET 20,2016-10-23,49.5,under,50,under,37
MIN 10 @ PHI 21,2016-10-23,40,under,39,under,31
CLE 17 @ CIN 31,2016-10-23,45.5,over,46.5,over,48
IND 14 @ TEN 26,2016-10-23,48.5,under,48.5,under,40
BAL 16 @ NYJ 24,2016-10-23,41.5,under,40.5,under,40
OAK 33 @ JAC 16,2016-10-23,49,push,47.5,over,49
NO 21 @ KC 27,2016-10-23,49.5,under,51,under,48
BUF 25 @ MIA 28,2016-10-23,45,over,46,over,53
SD 33 @ ATL 30,2016-10-23,50.5,over,52.5,over,63
TB 34 @ SF 17,2016-10-23,47,over,45,over,51
NE 27 @ PIT 16,2016-10-23,45.5,under,49,under,43
SEA 6 @ ARI 6,2016-10-23,43.5,under,43,under,12
HOU 9 @ DEN 27,2016-10-24,40.5,under,40,under,36
NFL Week 7 Over Under Totals 2015,,,,,,
Home Team ID,Date,Opening Total,Opening Result,Closing Total,Closing Result,Game Total
SEA 20 @ SF 3,2015-10-22,41.5,under,41.5,under,23
BUF 31 @ JAC 34,2015-10-25,42,over,41,over,65
